numero,data,nome,cnpj_ou_cpf,licitacao,num_licitacao,modalidade_licitacao,órgão,unidade_orçamentaria,funcao_orcamentaria,subfuncao_orcamentaria,programa,acao,natureza_despesa,fonte_do_recurso,valor_empenhado,valor_liquidado,valor_pago,valor_anulado,valor_saldo
394,2016-02-19,ENERGISA BORBOREMA-DISTRIBUIDORA DE ENERGIA S/A,08.826.596/0001-95,NÃO,,0-Sem Licitação,2 - Prefeitura Municipal de Campina Grande,2080 - Secretaria de Obras,4 - Administração,122 - Administração Geral,2001 - Apoio Administrativo,2091 - Ações administrativas da SECOB,339039,0 - Recursos Ordinários,13721.26,13721.26,13721.26,NA,0.0
395,2016-02-19,ENERGISA BORBOREMA-DISTRIBUIDORA DE ENERGIA S/A,08.826.596/0001-95,NÃO,,0-Sem Licitação,2 - Prefeitura Municipal de Campina Grande,2050 - Secretaria de Assistência Social,8 - Assistência Social,306 - Alimentação e Nutrição,1021 - Segurança Alimentar e combate à miséria,"2038 - Ações para restaurante popular, cozinha comunitária e banco de alimentos",339039,0 - Recursos Ordinários,11358.69,11358.69,11358.69,NA,0.0
396,2016-02-19,ENERGISA BORBOREMA-DISTRIBUIDORA DE ENERGIA S/A,08.826.596/0001-95,NÃO,,0-Sem Licitação,2 - Prefeitura Municipal de Campina Grande,2050 - Secretaria de Assistência Social,4 - Administração,122 - Administração Geral,2001 - Apoio Administrativo,2040 - Ações administrativas da SEMAS,339039,0 - Recursos Ordinários,16821.48,16821.48,16821.48,NA,0.0
397,2016-02-19,ENERGISA BORBOREMA-DISTRIBUIDORA DE ENERGIA S/A,08.826.596/0001-95,NÃO,,0-Sem Licitação,2 - Prefeitura Municipal de Campina Grande,2060 - Secretaria de Educação,12 - Educação,361 - Ensino Fundamental,1016 - Gestão de sistemas e gestão escolar,2050 - Melhoria das condições oferta expansão das ações da rede municipal,339039,0 - Recursos Ordinários,55398.58,55398.58,55398.58,NA,0.0
398,2016-02-19,ENERGISA BORBOREMA-DISTRIBUIDORA DE ENERGIA S/A,08.826.596/0001-95,NÃO,,0-Sem Licitação,2 - Prefeitura Municipal de Campina Grande,2040 - Procuradoria Geral do Município,14 - Direitos da Cidadania,"422 - Direitos Individuais, Colet. e Difusos",2001 - Apoio Administrativo,2034 - Serviços de proteção ao consumidor,339039,0 - Recursos Ordinários,1517.6,1517.6,1517.6,NA,0.0
399,2016-02-29,PUBLIC SOFTWARE INFORMÁTICA LTDA,07.553.129/0001-76,SIM,020032013,12-Pregão Presencial,2 - Prefeitura Municipal de Campina Grande,2020 - Secretaria de Finanças,4 - Administração,122 - Administração Geral,2001 - Apoio Administrativo,2021 - Atividades contábeis e controle interno,339039,0 - Recursos Ordinários,28500.0,28500.0,28500.0,NA,0.0
400,2016-02-19,ENERGISA BORBOREMA-DISTRIBUIDORA DE ENERGIA S/A,08.826.596/0001-95,NÃO,,0-Sem Licitação,2 - Prefeitura Municipal de Campina Grande,2040 - Procuradoria Geral do Município,4 - Administração,122 - Administração Geral,2001 - Apoio Administrativo,2031 - Ações administrativas da Procuradoria Geral,339039,0 - Recursos Ordinários,1952.52,1952.52,1952.52,NA,0.0
401,2016-03-03,Ministerio Do Desenvolvimento Agrario Mda,01.612.452/0001-97,NÃO,,0-Sem Licitação,2 - Prefeitura Municipal de Campina Grande,2110 - Secretaria de Agricultura,20 - Agricultura,606 - Extensão Rural,1009 - Fortalecimento do setor primário,2107 - Ações de incentivo ao pequeno produtor rural,332041,0 - Recursos Ordinários,76347.0,76347.0,76347.0,NA,0.0
402,2016-03-01,Pneumax Recondicionadora Ltda,11.991.148/0001-51,SIM,214022015,12-Pregão Presencial,2 - Prefeitura Municipal de Campina Grande,2140 - Secretaria de Serviços Urbanos e Meio Ambiente,15 - Urbanismo,452 - Serviços Urbanos,1029 - Infraestrutura Urbana - PROINFRA,2128 - Serviços gerais para manutenção de áreas públicas,339039,0 - Recursos Ordinários,4450.0,4450.0,4450.0,NA,0.0
403,2016-02-19,ENERGISA BORBOREMA-DISTRIBUIDORA DE ENERGIA S/A,08.826.596/0001-95,NÃO,,0-Sem Licitação,2 - Prefeitura Municipal de Campina Grande,2070 - Secretaria de Desenvolvimento Econômico,4 - Administração,122 - Administração Geral,2001 - Apoio Administrativo,2073 - Ações administrativas da SEDE,339039,0 - Recursos Ordinários,832.51,832.51,832.51,NA,0.0
404,2016-03-04,COPY LINE COMÉRCIO E SERVIÇOS LTDA.,02.914.690/0001-10,SIM,203132013,12-Pregão Presencial,2 - Prefeitura Municipal de Campina Grande,2110 - Secretaria de Agricultura,4 - Administração,122 - Administração Geral,2001 - Apoio Administrativo,2113 - Ações administrativas da SEAGRI,339039,0 - Recursos Ordinários,550.0,550.0,550.0,NA,0.0
405,2016-02-19,ENERGISA BORBOREMA-DISTRIBUIDORA DE ENERGIA S/A,08.826.596/0001-95,NÃO,,0-Sem Licitação,2 - Prefeitura Municipal de Campina Grande,"2130 - Secretaria de Esportes, Juventude e Lazer",27 - Desporto e Lazer,812 - Desporto Comunitário,1023 - Incentivo as atividades esportivas e de lazer (individual e coletivo),2123 - Ações de apoio e realização eventos e atividades esportivas e de lazer,339039,0 - Recursos Ordinários,8868.24,8868.24,8868.24,NA,0.0
406,2016-02-19,ENERGISA BORBOREMA-DISTRIBUIDORA DE ENERGIA S/A,08.826.596/0001-95,NÃO,,0-Sem Licitação,2 - Prefeitura Municipal de Campina Grande,"2100 - Secretaria de Ciência, Tecnologia e Inovação",4 - Administração,122 - Administração Geral,2001 - Apoio Administrativo,2106 - Ações administrativas da SECTI,339039,0 - Recursos Ordinários,1445.82,1445.82,1445.82,NA,0.0
407,2016-02-19,ENERGISA BORBOREMA-DISTRIBUIDORA DE ENERGIA S/A,08.826.596/0001-95,NÃO,,0-Sem Licitação,2 - Prefeitura Municipal de Campina Grande,2090 - Secretaria de Planejamento,4 - Administração,122 - Administração Geral,2001 - Apoio Administrativo,2097 - Ações administrativas da SEPLAN,339039,0 - Recursos Ordinários,2151.16,2151.16,2151.16,NA,0.0
408,2016-02-19,ENERGISA BORBOREMA-DISTRIBUIDORA DE ENERGIA S/A,08.826.596/0001-95,NÃO,,0-Sem Licitação,2 - Prefeitura Municipal de Campina Grande,2010 - Gabinete do Prefeito,4 - Administração,122 - Administração Geral,2001 - Apoio Administrativo,2018 - Ações administrativas do Gabinete do Prefeito,339039,0 - Recursos Ordinários,2157.16,2157.16,2157.16,NA,0.0
409,2016-02-19,ENERGISA BORBOREMA-DISTRIBUIDORA DE ENERGIA S/A,08.826.596/0001-95,NÃO,,0-Sem Licitação,2 - Prefeitura Municipal de Campina Grande,2010 - Gabinete do Prefeito,8 - Assistência Social,244 - Assistência Comunitária,1022 - Fortalecimento das ações de promoção social,2013 - Ações da Coordenadoria políticas públicas para mulheres,339039,0 - Recursos Ordinários,393.26,393.26,393.26,NA,0.0
410,2016-02-19,ENERGISA BORBOREMA-DISTRIBUIDORA DE ENERGIA S/A,08.826.596/0001-95,NÃO,,0-Sem Licitação,2 - Prefeitura Municipal de Campina Grande,2010 - Gabinete do Prefeito,4 - Administração,122 - Administração Geral,1036 - Qualidade na Gestão Pública e Administrativa,2017 - Ações de manutenção da Guarda Municipal,339039,0 - Recursos Ordinários,847.53,847.53,847.53,NA,0.0
411,2016-03-04,LOJÃO DO COLEGIAL PAPELARIA LTDA - EPP.,05.424.439/0001-65,SIM,212172015,12-Pregão Presencial,2 - Prefeitura Municipal de Campina Grande,2120 - Secretaria de Cultura,13 - Cultura,392 - Difusão Cultural,1026 - Campina Cultural,2114 - Manutenção e modernização dos espaços públicos culturais,449052,0 - Recursos Ordinários,18630.6,18630.6,18630.6,NA,0.0
412,2016-02-19,ENERGISA BORBOREMA-DISTRIBUIDORA DE ENERGIA S/A,08.826.596/0001-95,NÃO,,0-Sem Licitação,2 - Prefeitura Municipal de Campina Grande,2110 - Secretaria de Agricultura,4 - Administração,122 - Administração Geral,2001 - Apoio Administrativo,2113 - Ações administrativas da SEAGRI,339039,0 - Recursos Ordinários,235.08,235.08,235.08,NA,0.0
413,2016-03-04,OBJETIVA TECNOLOGIAS COMERCIAIS LTDA - ME.,10.775.421/0001-48,SIM,212162015,12-Pregão Presencial,2 - Prefeitura Municipal de Campina Grande,2120 - Secretaria de Cultura,13 - Cultura,392 - Difusão Cultural,1026 - Campina Cultural,"1029 - Construção, implantação e ampliação espaços públicos culturais",449052,0 - Recursos Ordinários,13115.0,13115.0,13115.0,NA,0.0
414,2016-02-19,ENERGISA BORBOREMA-DISTRIBUIDORA DE ENERGIA S/A,08.826.596/0001-95,NÃO,,0-Sem Licitação,2 - Prefeitura Municipal de Campina Grande,2110 - Secretaria de Agricultura,20 - Agricultura,544 - Recursos Hídricos,1028 - Desenvolvimento da infraestrutura da zona rural,"2112 - Ações para poços, dessalinizadores e abastecimento de água",339039,0 - Recursos Ordinários,2124.11,2124.11,2124.11,NA,0.0
415,2016-03-04,CAGEPA-CIA DE AGUA E ESGOTO DA PARAÍBA,09.123.654/0001-87,NÃO,,0-Sem Licitação,2 - Prefeitura Municipal de Campina Grande,2060 - Secretaria de Educação,12 - Educação,361 - Ensino Fundamental,1016 - Gestão de sistemas e gestão escolar,2050 - Melhoria das condições oferta expansão das ações da rede municipal,339039,0 - Recursos Ordinários,1096.0,1096.0,1096.0,NA,0.0
416,2016-02-19,ENERGISA BORBOREMA-DISTRIBUIDORA DE ENERGIA S/A,08.826.596/0001-95,NÃO,,0-Sem Licitação,2 - Prefeitura Municipal de Campina Grande,2120 - Secretaria de Cultura,13 - Cultura,392 - Difusão Cultural,1026 - Campina Cultural,2114 - Manutenção e modernização dos espaços públicos culturais,339039,0 - Recursos Ordinários,7528.8,7528.8,7528.8,NA,0.0
417,2016-02-19,ENERGISA BORBOREMA-DISTRIBUIDORA DE ENERGIA S/A,08.826.596/0001-95,NÃO,,0-Sem Licitação,2 - Prefeitura Municipal de Campina Grande,2140 - Secretaria de Serviços Urbanos e Meio Ambiente,15 - Urbanismo,451 - Infra-Estrutura Urbana,1029 - Infraestrutura Urbana - PROINFRA,2131 - Manutenção e ampliação do sistema de iluminação pública,339039,0 - Recursos Ordinários,29805.01,29805.01,29805.01,NA,0.0
418,2016-02-19,ENERGISA BORBOREMA-DISTRIBUIDORA DE ENERGIA S/A,08.826.596/0001-95,NÃO,,0-Sem Licitação,2 - Prefeitura Municipal de Campina Grande,2140 - Secretaria de Serviços Urbanos e Meio Ambiente,4 - Administração,122 - Administração Geral,2001 - Apoio Administrativo,2139 - Ações administrativas da SESUMA,339039,0 - Recursos Ordinários,1033.93,1033.93,1033.93,NA,0.0
419,2016-02-19,ENERGISA BORBOREMA-DISTRIBUIDORA DE ENERGIA S/A,08.826.596/0001-95,NÃO,,0-Sem Licitação,2 - Prefeitura Municipal de Campina Grande,2140 - Secretaria de Serviços Urbanos e Meio Ambiente,18 - Gestão Ambiental,541 - Preservação e Conservação Ambiental,1032 - Campina te quero verde,1032 - Construção de viveiros para produção de mudas,339039,0 - Recursos Ordinários,125.85,125.85,125.85,NA,0.0
420,2016-02-19,ENERGISA BORBOREMA-DISTRIBUIDORA DE ENERGIA S/A,08.826.596/0001-95,NÃO,,0-Sem Licitação,2 - Prefeitura Municipal de Campina Grande,2140 - Secretaria de Serviços Urbanos e Meio Ambiente,15 - Urbanismo,451 - Infra-Estrutura Urbana,1029 - Infraestrutura Urbana - PROINFRA,2131 - Manutenção e ampliação do sistema de iluminação pública,339039,0 - Recursos Ordinários,437.61,437.61,437.61,NA,0.0
421,2016-02-17,BANCO BRADESCO S/A,60.746.948/3853-16,NÃO,,0-Sem Licitação,2 - Prefeitura Municipal de Campina Grande,2020 - Secretaria de Finanças,4 - Administração,122 - Administração Geral,2001 - Apoio Administrativo,2024 - Encargos gerais,339039,0 - Recursos Ordinários,97.3,97.3,97.3,NA,0.0
422,2016-03-02,CAIXA ECONOMICA FEDERAL - CEF,00.360.305/0001-04,NÃO,,0-Sem Licitação,2 - Prefeitura Municipal de Campina Grande,2020 - Secretaria de Finanças,4 - Administração,122 - Administração Geral,2001 - Apoio Administrativo,2024 - Encargos gerais,339039,0 - Recursos Ordinários,120.0,120.0,120.0,NA,0.0
423,2016-02-25,José Antônio da Silva Locações de ônibus ME,17.525.366/0001-87,SIM,214102015,12-Pregão Presencial,2 - Prefeitura Municipal de Campina Grande,2140 - Secretaria de Serviços Urbanos e Meio Ambiente,18 - Gestão Ambiental,452 - Serviços Urbanos,1031 - Limpeza Urbana e Manejo de Resíduos Sólidos,"2134 - Coleta, transporte e destino final de resíduos sólidos urbanos",339039,0 - Recursos Ordinários,4300.0,4300.0,4300.0,NA,0.0
424,2016-03-07,JOELDER GRISMINO DA SILVA,***.003.064-**,NÃO,,0-Sem Licitação,2 - Prefeitura Municipal de Campina Grande,2060 - Secretaria de Educação,12 - Educação,361 - Ensino Fundamental,1016 - Gestão de sistemas e gestão escolar,2050 - Melhoria das condições oferta expansão das ações da rede municipal,319094,0 - Recursos Ordinários,678.0,678.0,678.0,NA,0.0
425,2016-03-03,JUSTIÇA FEDERAL  NA PARAÍBA-(4ª 5ª E 6ª E 9ª VARA SUB CAMPINA GRANDE),05.433.643/0001-42,NÃO,,0-Sem Licitação,2 - Prefeitura Municipal de Campina Grande,2020 - Secretaria de Finanças,28 - Encargos Especiais,846 - Outros Encargos Especiais,1 - Operações Especiais,1 - Setenças judiciais e precatórios,319091,0 - Recursos Ordinários,1184.43,1184.43,1184.43,NA,0.0
426,2016-03-07,MARIA APARECIDA DE SOUZA SIMPLÍCIO DOS SANTOS,***.064.994-**,NÃO,,0-Sem Licitação,2 - Prefeitura Municipal de Campina Grande,2060 - Secretaria de Educação,12 - Educação,361 - Ensino Fundamental,1016 - Gestão de sistemas e gestão escolar,2050 - Melhoria das condições oferta expansão das ações da rede municipal,319094,0 - Recursos Ordinários,325.94,325.94,325.94,NA,0.0
427,2016-03-03,JUSTIÇA FEDERAL  NA PARAÍBA-(4ª 5ª E 6ª E 9ª VARA SUB CAMPINA GRANDE),05.433.643/0001-42,NÃO,,0-Sem Licitação,2 - Prefeitura Municipal de Campina Grande,2020 - Secretaria de Finanças,28 - Encargos Especiais,846 - Outros Encargos Especiais,1 - Operações Especiais,1 - Setenças judiciais e precatórios,319091,0 - Recursos Ordinários,800.0,800.0,800.0,NA,0.0
428,2016-02-17,BANCO BRADESCO S/A,60.746.948/3853-16,NÃO,,0-Sem Licitação,2 - Prefeitura Municipal de Campina Grande,2020 - Secretaria de Finanças,4 - Administração,122 - Administração Geral,2001 - Apoio Administrativo,2024 - Encargos gerais,339039,0 - Recursos Ordinários,97.3,97.3,97.3,NA,0.0
430,2016-02-29,ADOLFO DE LUNA MATIAS,***.032.454-**,NÃO,,0-Sem Licitação,2 - Prefeitura Municipal de Campina Grande,2070 - Secretaria de Desenvolvimento Econômico,23 - Comércio e Serviços,695 - Turismo,1002 - Turismo em Campina Grande,"2083 - Estrutura, captação e realização de eventos",339036,0 - Recursos Ordinários,4e3,4e3,4e3,NA,0.0
431,2016-03-04,SINDICATO DAS EMPRESAS DE TRANSPORTE DE PASSAGEIROS DE C.GRANDE,09.244.401/0001-61,SIM,202022015,7-Inexigibilidade,2 - Prefeitura Municipal de Campina Grande,2030 - Secretaria de Administração,4 - Administração,122 - Administração Geral,2001 - Apoio Administrativo,"2022 - Encargos sociais (IPSEM, INSS, vale transporte)",339039,0 - Recursos Ordinários,92002.58,92002.58,92002.58,NA,0.0
432,2016-03-04,SINDICATO DAS EMPRESAS DE TRANSPORTE DE PASSAGEIROS DE C.GRANDE,09.244.401/0001-61,SIM,206032015,7-Inexigibilidade,2 - Prefeitura Municipal de Campina Grande,2060 - Secretaria de Educação,12 - Educação,361 - Ensino Fundamental,1016 - Gestão de sistemas e gestão escolar,2050 - Melhoria das condições oferta expansão das ações da rede municipal,339039,0 - Recursos Ordinários,34602.55,34602.55,34602.55,NA,0.0
433,2016-03-08,INSS-INSTITUTO NACIONAL DO SEGURO SOCIAL,29.979.036/0163-06,NÃO,,0-Sem Licitação,2 - Prefeitura Municipal de Campina Grande,2060 - Secretaria de Educação,12 - Educação,366 - Educação de Jovens e Adultos,1016 - Gestão de sistemas e gestão escolar,2062 - Ações Programa Nacional inclusão jovens (Projovem Urbano),319013,50 - Transferência de Convênios  Educação  Federal,6686.48,6686.48,6686.48,NA,0.0
434,2016-03-07,TELEMAR NORTE LESTE S/A,33.000.118/0001-79,SIM,203132013,13-Adesão a Registro de Preço,2 - Prefeitura Municipal de Campina Grande,2030 - Secretaria de Administração,4 - Administração,122 - Administração Geral,2001 - Apoio Administrativo,2030 - Ações administrativas da SAD,339039,0 - Recursos Ordinários,2956.3,2956.3,2956.3,NA,0.0
435,2016-03-07,TELEMAR NORTE LESTE S/A,33.000.118/0001-79,SIM,203132013,13-Adesão a Registro de Preço,2 - Prefeitura Municipal de Campina Grande,2030 - Secretaria de Administração,4 - Administração,122 - Administração Geral,2001 - Apoio Administrativo,2030 - Ações administrativas da SAD,339039,0 - Recursos Ordinários,2956.3,2956.3,2956.3,NA,0.0
436,2016-03-08,CNM - CONFEDERAÇÃO NACIONAL DOS MUNICÍPIOS,00.703.157/0001-83,NÃO,,0-Sem Licitação,2 - Prefeitura Municipal de Campina Grande,2010 - Gabinete do Prefeito,8 - Assistência Social,244 - Assistência Comunitária,1022 - Fortalecimento das ações de promoção social,"2012 - Apoio aos cidadãos, instituições e eventos sociais e comunitários",335041,0 - Recursos Ordinários,2290.0,2290.0,2290.0,NA,0.0
437,2016-02-29,A UNIÃO - SUPERITENDÊNCIA DE IMPRENSA E EDITORA,01.518.579/0001-41,SIM,203012013,7-Inexigibilidade,2 - Prefeitura Municipal de Campina Grande,2030 - Secretaria de Administração,4 - Administração,122 - Administração Geral,2001 - Apoio Administrativo,2030 - Ações administrativas da SAD,339039,0 - Recursos Ordinários,3567.0,0.0,0.0,NA,0.0
438,2016-02-29,A UNIÃO - SUPERITENDÊNCIA DE IMPRENSA E EDITORA,01.518.579/0001-41,SIM,203012013,7-Inexigibilidade,2 - Prefeitura Municipal de Campina Grande,2030 - Secretaria de Administração,4 - Administração,122 - Administração Geral,2001 - Apoio Administrativo,2030 - Ações administrativas da SAD,339039,0 - Recursos Ordinários,250.0,250.0,250.0,NA,0.0
439,2016-03-08,FAMUP - FEDERAÇÃO DE ASSOCIAÇÕES DE MUNICÍPIOS DA PARAÍBA,00.636.397/0001-02,NÃO,,0-Sem Licitação,2 - Prefeitura Municipal de Campina Grande,2010 - Gabinete do Prefeito,8 - Assistência Social,244 - Assistência Comunitária,1022 - Fortalecimento das ações de promoção social,"2012 - Apoio aos cidadãos, instituições e eventos sociais e comunitários",335041,0 - Recursos Ordinários,3e3,3e3,3e3,NA,0.0
440,2016-03-08,GILSON SOARES DA SILVA,***.240.814-**,NÃO,,0-Sem Licitação,2 - Prefeitura Municipal de Campina Grande,2080 - Secretaria de Obras,15 - Urbanismo,451 - Infra-Estrutura Urbana,1029 - Infraestrutura Urbana - PROINFRA,2085 - Melhoramentos e manutenção da infraestrutura viária,449061,0 - Recursos Ordinários,3e4,3e4,3e4,NA,0.0
441,2016-03-08,JOSINALDO SANTOS BARBOSA,***.493.107-**,NÃO,,0-Sem Licitação,2 - Prefeitura Municipal de Campina Grande,2080 - Secretaria de Obras,15 - Urbanismo,451 - Infra-Estrutura Urbana,1029 - Infraestrutura Urbana - PROINFRA,2085 - Melhoramentos e manutenção da infraestrutura viária,449061,0 - Recursos Ordinários,25e3,25e3,25e3,NA,0.0
442,2016-03-08,IOLANDA BARBOSA DA SILVA,***.628.284-**,NÃO,,0-Sem Licitação,2 - Prefeitura Municipal de Campina Grande,2060 - Secretaria de Educação,12 - Educação,361 - Ensino Fundamental,1016 - Gestão de sistemas e gestão escolar,2050 - Melhoria das condições oferta expansão das ações da rede municipal,339014,0 - Recursos Ordinários,1084.8,1084.8,1084.8,NA,0.0
443,2016-03-08,Pr/Cc Imprensa Nacional,04.196.645/0001-00,NÃO,,0-Sem Licitação,2 - Prefeitura Municipal de Campina Grande,2060 - Secretaria de Educação,12 - Educação,361 - Ensino Fundamental,1016 - Gestão de sistemas e gestão escolar,2050 - Melhoria das condições oferta expansão das ações da rede municipal,339039,0 - Recursos Ordinários,12603.55,12603.55,12603.55,NA,0.0
444,2016-03-09,BANCO BRADESCO S/A,60.746.948/3853-16,NÃO,,0-Sem Licitação,2 - Prefeitura Municipal de Campina Grande,2060 - Secretaria de Educação,12 - Educação,361 - Ensino Fundamental,1016 - Gestão de sistemas e gestão escolar,2050 - Melhoria das condições oferta expansão das ações da rede municipal,339039,0 - Recursos Ordinários,5300.0,5300.0,5300.0,NA,0.0
