"","NR_CONVENIO","ANO_CONVENIO","TX_SUBSITUACAO","NM_ORGAO_SUPERIOR","NM_MUNICIPIO_PROPONENTE","NM_PROGRAMA","DT_INICIO_VIGENCIA","DT_FIM_VIGENCIA","VL_GLOBAL","VL_REPASSE","TX_OBJETO_CONVENIO","IN_ADITIVO_SN","QT_ADITIVOS","cod7","funcao.imputada","TX_STATUS"
"427",787804,2013,"Convênio","Ministerio das Cidades","FAGUNDES","2054 - Planejamento Urbano","05/11/2013","31/12/2016",454192.09,443650,"Pavimentação no Município.",1,2,2506103,"Urbanismo","Em andamento"
"428",787805,2013,"Convênio","Ministerio das Cidades","FAGUNDES","2054 - Planejamento Urbano","05/11/2013","31/12/2016",450491.79,443650,"Pavimentação em Paralelepípedos.",1,2,2506103,"Urbanismo","Em andamento"
"429",799945,2013,"Convênio","Ministerio das Cidades","BREJO DO CRUZ","2054 - Planejamento Urbano","31/12/2013","31/12/2016",627625.37,6e+05,"Elaboração de Projeto Executivo e Pavimentação com Drenagem em Diversas Ruas do Município de Brejo do Cruz/pb",1,2,2502805,"Urbanismo","Em andamento"
"430",800440,2013,"Convênio","Ministerio da Saude","TAVARES","Aten??o Especializada em Sa?de / Estrutura??o de Unidades de Aten??o Especializada em Sa?de ? A??o (2015.8535) Estrutura??o de Unidades de Aten??o Especializada em Sa?de / Contrato de Repasse / Or?amento Programa.","31/12/2013","30/12/2016",568984.48,542389.85,"Reforma de Unidade de Atenção Especializada em Saúde",1,4,2516607,"Saúde","Em andamento"
"431",800533,2013,"Convênio","Ministerio das Cidades","SOUSA","2054 - Planejamento Urbano","31/12/2013","30/03/2017",740350,740350,"Implantação de Pavimentação Asfáltico em Vias Públicas Urbanas no Município de Sousa ¿ pb",1,1,2516201,"Urbanismo","Em andamento"
"432",800535,2013,"Convênio","Ministerio das Cidades","SOUSA","2054 - Planejamento Urbano","31/12/2013","30/03/2017",740350,740350,"Implantação de Pavimentação Asfáltico em Vias Públicas Urbanas no Município de Sousa ¿ pb",1,1,2516201,"Urbanismo","Em andamento"
"433",800536,2013,"Convênio","Ministerio das Cidades","SOUSA","2054 - Planejamento Urbano","31/12/2013","30/03/2017",740350,740350,"Implantação de Pavimentação Asfáltico em Vias Públicas Urbanas no Município de Sousa ¿ pb.",1,1,2516201,"Urbanismo","Em andamento"
"434",799842,2013,"Convênio","Ministerio das Cidades","ITAPOROROCA","2054 - Planejamento Urbano","31/12/2013","30/12/2016",729820.36,7e+05,"Pavimentação e Drenagem em Diversas Ruas do Município de Itapororoca - pb",1,3,2507101,"Urbanismo","Em andamento"
"435",799956,2013,"Convênio","Ministerio das Cidades","RIACHO DOS CAVALOS","2054 - Planejamento Urbano","31/12/2013","31/12/2016",616538.56,6e+05,"Implantação de Pavimentação em Vias Públicas Urbanas no Município de Riacho dos Cavalos - pb.",1,3,2512804,"Urbanismo","Em andamento"
"436",823699,2015,"Convênio","Ministerio da Saude","CAMPINA GRANDE","Estruturacao de Unidades de Atencao Especializada em Saude / Acao 2015.8535 / po - 0000 / Rede de Estruturacao - Unidades Hospitalares / Convenio Equipamento / Emenda Parlamentar","28/12/2015","27/12/2016",501000,5e+05,"Aquisição de Equipamento e Material Permanente Para Unidade de Atenção Especializada em Saúde",0,NA,2504009,"Saúde","Em andamento"
"437",790464,2013,"Convênio","Ministerio do Esporte","ASSUNCAO","Esporte e Grandes Eventos Esportivos - Implantacao e Modernizacao de Infraestrutura Para Esporte Educacional, Recreativo e de Lazer - ( Contrato de Repasse )","13/11/2013","30/12/2016",315739.48,292500,"Construção do Campo de Futebol na Zona Urbana de Assunção ¿ pb.",1,3,2501351,"Desporto e Lazer","Em andamento"
"438",801361,2014,"Convênio","Ministerio das Cidades","GUARABIRA","2054 - Planejamento Urbano","13/06/2014","31/12/2016",1173902,1171554,"Primeira Etapa da Drenagem do Centro da Cidade de Guarabira - pb",1,1,2506301,"Urbanismo","Em andamento"
"439",829989,2016,"Convênio","Ministerio das Cidades","PATOS","Planejamento Urbano","23/05/2016","31/07/2018",789929.43,782029.43,"Implantação de Pavimentação em Vias Públicas Urbanas no Município de Patos - pb",0,NA,2510808,"Urbanismo","Em andamento"
"440",830545,2016,"Convênio","Ministerio das Cidades","SOLEDADE","Planejamento Urbano","08/06/2016","31/12/2018",250000,245850,"Implantação de Pavimentação no Município de Soledade¿ pb.",0,NA,2516102,"Urbanismo","Em andamento"
"441",829006,2016,"Convênio","Ministerio das Cidades","DESTERRO","Planejamento Urbano","31/05/2016","31/07/2018",250000,245850,"Implantação de Pavimentação em Vias Públicas Urbanas no Município de Desterro ¿ pb.",0,NA,2505402,"Urbanismo","Em andamento"
"442",790686,2013,"Convênio","Ministerio da Saude","CAMPINA GRANDE","Aten??o Especializada em Sa?de / Estrutura??o de Unidades de Aten??o Especializada em Sa?de ? A??o (2015.8535) Estrutura??o de Unidades de Aten??o Especializada em Sa?de / Conv?nio / Emenda Parlamentar.","31/12/2013","03/12/2016",350000,350000,"Aquisição de Equipamento e Material Permanente Para Unidade de Atenção Especializada em Saúde",1,1,2504009,"Saúde","Em andamento"
"443",819370,2015,"Convênio","Ministerio das Cidades","AREIAL","Planejamento Urbano","23/12/2015","31/12/2017",248308.5,245850,"Implantação de Pavimentação em Vias Públicas Urbanas no Município de Areial- pb",0,NA,2501203,"Urbanismo","Em andamento"
"444",795579,2013,"Convênio","Ministerio do Esporte","BREJO DO CRUZ","Esporte e Grandes Eventos Esportivos - Implantacao e Modernizacao de Infraestrutura Para Esporte Educacional, Recreativo e de Lazer - ( Contrato de Repasse )","20/12/2013","31/12/2016",696000,682000,"Construção de Ginásio Poliesportivo.",1,1,2502805,"Desporto e Lazer","Em andamento"
"445",796193,2013,"Convênio","Ministerio da Justica","JOAO PESSOA","2070 - Segurança Pública com Cidadania - Prevenção à Violência e à Criminalidade - Nacional","30/12/2013","30/12/2016",1294150,1215400,"Fortalecimento da Guarda Municipal de João Pessoa, Mediante Aquisição de Bens Permanentes e Bens de Consumo, Visando o Desenvolvimento de Ações Comunitárias Para Prevenção e Redução da Violência e da Criminalidade, no Âmbito do Programa Brasil Mais Seguro",1,2,2507507,"Direitos da Cidadania","Em andamento"
"446",787740,2013,"Convênio","Ministerio do Esporte","GUARABIRA","Esporte e Grandes Eventos Esportivos - Implantacao e Modernizacao de Infraestrutura Para Esporte Educacional, Recreativo e de Lazer - ( Contrato de Repasse )","26/11/2013","31/12/2016",2259349.67,1950000,"Construção de uma Praça da Juventude no Município de Guarabira - pb.",1,3,2506301,"Desporto e Lazer","Em andamento"
"447",786609,2013,"Em Ajustes pelo Convenente","Ministerio do Esporte","ALCANTIL","Esporte e Grandes Eventos Esportivos - Implantacao e Modernizacao de Infraestrutura Para Esporte Educacional, Recreativo e de Lazer - ( Contrato de Repasse )","23/12/2013","30/12/2016",3e+05,292500,"Construção de Campo de Futebol no Município de Alcantil/pb.",1,1,2500536,"Desporto e Lazer","Em andamento"
"448",795590,2013,"Convênio","Ministerio do Esporte","DUAS ESTRADAS","Esporte e Grandes Eventos Esportivos - Implantacao e Modernizacao de Infraestrutura Para Esporte Educacional, Recreativo e de Lazer - ( Contrato de Repasse )","13/12/2013","31/12/2016",408327,4e+05,"Reforma do Estádio Municipal Antônio Miguel dos Santos, em Duas Estradas - pb.",1,2,2505808,"Desporto e Lazer","Em andamento"
"449",813021,2014,"Convênio","Ministerio da Saude","JOAO PESSOA","Atencao Especializada em Saude / Estruturacao de Unidades de Atencao Especializada em Saude / Acao (2015.8535) Estruturacao de Unidades de Atencao Especializada em Saude / po 0000 / Contrato de Repasse / Emenda Parlamentar.","31/12/2014","13/11/2017",1693504,1693504,"Ampliação de Unidade de Atenção Especializada em Saúde",0,NA,2507507,"Saúde","Em andamento"
"450",782591,2013,"Convênio","Ministerio das Cidades","BOQUEIRAO","Planejamento Urbano","12/06/2013","31/12/2016",1853016.83,1778800,"Pavimentação em Paralelepípedos em Diversas Ruas do Município de Boqueirão - pb.",1,2,2502508,"Urbanismo","Em andamento"
"451",782332,2013,"Convênio","Ministerio do Trabalho e Previdencia Social","CAMPINA GRANDE","Resíduos Sólidos","03/06/2013","03/06/2017",1129610,1072163.7,"a Presente Proposta de Trabalho tem por Objetivo Promover a Melhoria das Condições de Vida e Trabalho de Catadores e Catadoras com Políticas Adequadas de Gestão dos Resíduos Sólidos nos Municípios de Campina Grande Lagoa Seca e Queimadas, Localizados no e",1,5,2504009,"Trabalho","Em andamento"
"452",782494,2013,"Convênio","Ministerio das Cidades","PEDRO REGIS","Planejamento Urbano","26/07/2013","30/06/2016",592000,592000,"Pavimentação e Drenagem em Diversas Ruas no Município de Pedro Régis",1,2,2512721,"Urbanismo","Em andamento"
"453",812845,2014,"Convênio","Ministerio da Saude","JERICO","Atencao Especializada em Saude / Estruturacao de Unidades de Atencao Especializada em Saude / Acao (2015.8535) Estruturacao de Unidades de Atencao Especializada em Saude / po 0000 / Contrato de Repasse / Emenda Parlamentar.","31/12/2014","07/11/2016",799994.9,799994.9,"Ampliação de Unidade de Atenção Especializada em Saúde",1,1,2507408,"Saúde","Em andamento"
"454",795318,2013,"Convênio","Ministerio da Saude","MANAIRA","2015 - Aperfeiçoamento do Sistema Único de Saúde - sus (3921 - Melhorias Habitacionais-chagas)","31/12/2013","28/06/2017",510206,5e+05,"Implantação de Melhorias Habitacionais Para o Controle da Doença de Chagas.",1,1,2509008,"Saúde","Em andamento"
"455",782533,2013,"Convênio","Ministerio das Cidades","CATOLE DO ROCHA","Planejamento Urbano","11/06/2013","31/12/2016",720570,720570,"Implantação de Pavimentação em Vias Públicas Urbanas no Município de Catolé do Rocha - pb.",1,2,2504306,"Urbanismo","Em andamento"
"456",794551,2013,"Convênio","Ministerio do Desenv. Social e Combate a Fome","JURU","Estrutura¿¿o da Rede de Servi¿os da Prote¿¿o Social B¿sica ? Constru¿¿o de Cras (portaria n¿ 127/2013)","19/12/2013","28/07/2016",357000,350000,"Estruturação da Rede de Serviços de Proteção Social Básica ¿ Construção de Centro de Referência de Assistência Social ¿ Cras",1,2,2508000,"Assistência Social","Em andamento"
"457",782554,2013,"Convênio","Ministerio das Cidades","BOM SUCESSO","Planejamento Urbano","17/09/2013","30/05/2017",401007.7,394200,"Implantação de Pavimentação em Vias Públicas Urbanas no Município de bom Sucesso - pb.",1,3,2502300,"Urbanismo","Em andamento"
"458",782555,2013,"Convênio","Ministerio das Cidades","ITAPORANGA","Planejamento Urbano","17/06/2013","01/06/2017",592000,592000,"Pavimentação e Drenagem em Diversas Ruas no Bairro Bela Vista, no Município de Itaporanga - pb.",1,3,2507002,"Urbanismo","Em andamento"
"459",782556,2013,"Convênio","Ministerio das Cidades","PAULISTA","Planejamento Urbano","11/07/2013","25/12/2016",690900,690900,"Implantação de Pavimentação em Vias Públicas Urbanas no Município de Paulista - pb.",1,2,2510907,"Urbanismo","Em andamento"
"460",782559,2013,"Convênio","Ministerio das Cidades","QUEIMADAS","Planejamento Urbano","26/12/2013","31/12/2016",690900,690900,"Pavimentação e Drenagem em Diversas Ruas no Bairro Vilas, no Município de Queimadas - pb.",1,2,2512507,"Urbanismo","Em andamento"
"461",782562,2013,"Convênio","Ministerio das Cidades","PAULISTA","Planejamento Urbano","11/07/2013","21/10/2016",690900,690900,"Implantação de Pavimentação em Vias Públicas Urbanas no Município de Paulista - pb.",1,3,2510907,"Urbanismo","Em andamento"
"462",804375,2014,"Convênio","Ministerio das Cidades","MONTEIRO","2054 - Planejamento Urbano","31/08/2014","31/12/2016",592600,592000,"Elaboração de Projeto e Pavimentação de Diversas Ruas",0,NA,2509701,"Urbanismo","Em andamento"
"463",812861,2014,"Convênio","Ministerio da Saude","PILAR","Atencao Especializada em Saude / Estruturacao de Unidades de Atencao Especializada em Saude / Acao (2015.8535) Estruturacao de Unidades de Atencao Especializada em Saude / po 0000 / Contrato de Repasse / Emenda Parlamentar.","31/12/2014","15/07/2016",449999.2,449999.2,"Reforma de Unidade de Atenção Especializada em Saúde",0,NA,2511509,"Saúde","Em andamento"
"464",798978,2013,"Convênio","Ministerio das Cidades","INGA","2054 - Planejamento Urbano","31/12/2013","31/12/2016",792445.57,7e+05,"Elaboração de Projeto Executivo e Pavimentação em Paralelepípedo, no Município de Ingá/pb",1,2,2506806,"Urbanismo","Em andamento"
"465",790770,2013,"Convênio","Ministerio da Saude","SANTA INES","2015 - Aperfeiçoamento do Sistema Único de Saúde - sus (3921 - Melhorias Habitacionais-chagas)","31/12/2013","28/06/2017",510206,5e+05,"Implantação de Melhorias Habitacionais Para o Controle da Doença de Chagas.",1,3,2513356,"Saúde","Em andamento"
"466",813986,2014,"Convênio","Ministerio da Integracao Nacional","JOAO PESSOA","2029-desenvolvimento Regional / 20n7 - Provimento de Infraestrutura Produtiva Para Apls - Plano Brasil sem Miséria","31/12/2014","22/12/2016",361725.7,343585.7,"Oferecer Capacitação Técnica aos Produtores Familiares Para Fortalecer a Base Produtiva da Caprinocultura Leiteira no Semiárido Paraibano e Assim Consolidar o apl nas Áreas de Abrangência Deste Projeto.",1,1,2507507,"Urbanismo","Em andamento"
"467",811615,2014,"Convênio","Ministerio da Saude","CAMPINA GRANDE","Atencao Especializada em Saude / Estruturacao de Unidade de Atencao Especializada em Saude - po 0000 / Acao 2015.8535 - Estruturacao de Unidades de Atencao Especializada em Saude / Convenio / Emenda Parlamentar","28/11/2014","25/10/2016",4e+05,4e+05,"Aquisição de Equipamento e Material Permanente Para Unidade de Atenção Especializada em Saúde",0,NA,2504009,"Saúde","Em andamento"
"468",802851,2014,"Convênio","Ministerio da Saude","AGUIAR","Implanta??o de Melhorias Habitacionais Para Controle da Doen?a de Chagas","26/11/2014","26/11/2016",400500,4e+05,"Implantação de Melhorias Habitacionais Para Controle da Doença de Chagas.",0,NA,2500205,"Saúde","Em andamento"
"469",809096,2014,"Convênio","Ministerio das Cidades","GUARABIRA","2054 - Planejamento Urbano","17/07/2014","31/12/2016",509201,508182.25,"Segunda Etapa da Drenagem do Centro da Cidade de Guarabira - pb",1,1,2506301,"Urbanismo","Em andamento"
"470",808398,2014,"Convênio","Ministerio do Turismo","MARIZOPOLIS","Apoio a Projetos de Infraestrutura Tur?stica - Contrato de Repasse - Emendas Parlamentares","31/08/2014","31/12/2016",432358,431925,"Construção de uma Praça de Eventos no Município de Marizópolis-pb",1,1,2509156,"Comércio e Serviços","Em andamento"
"471",792531,2013,"Convênio","Ministerio do Desenvolvimento Agrario","CAJAZEIRAS","Apoio ao Desenvolvimento Sustentável de Territórios Rurais - no Município de Cajazeiras - pb","31/08/2014","30/12/2016",1104678,996660,"Aquisição de Máquinas e Equipamentos",1,2,2503704,"Organização Agrária","Em andamento"
"472",822683,2015,"Convênio","Ministerio do Turismo","GUARABIRA","Apoio a Projetos de Infraestrutura Tur?stica - Emenda Parlamentar - Contrato de Repasse","09/12/2015","09/12/2017",442000,440515.2,"Construção de Centro de Apoio ao Turista e Centro de Comercialização de Produtos Artesanais no Parque Frei Damião Localizado no Município de Guarabira - pb",0,NA,2506301,"Comércio e Serviços","Em andamento"
"473",807473,2014,"Convênio","Ministerio do Turismo","SOUSA","Apoio a Projetos de Infraestrutura Tur?stica - Contrato de Repasse - Emendas Parlamentares","13/02/2015","31/12/2016",1717000,1700000,"Construção de Praça de Eventos",1,1,2516201,"Comércio e Serviços","Em andamento"
"474",795460,2013,"Convênio","Ministerio do Desenvolvimento Agrario","CUITE","Territórios Rurais - Infra-estrutura e Serviços - Afem Contratos de Repasse.","20/12/2013","31/12/2016",306130,3e+05,"Aquisição de Máquinas Agrícolas Para o Apoio e Estruturação Produtiva no Município de Cuité - pb.",1,2,2505105,"Organização Agrária","Em andamento"
"475",831792,2016,"Convênio","Ministerio do Esporte","SAO JOSE DOS CORDEIROS","Esporte e Grandes Eventos Esportivos - Implantacao e Modernizacao de Infraestrutura Para Esporte Educacional, Recreativo e de Lazer - (contrato de Repasse)","13/05/2016","31/07/2018",244000,243750,"Conclusão do Campo de Futebol",0,NA,2514800,"Desporto e Lazer","Em andamento"
"476",808336,2014,"Convênio","Ministerio do Turismo","CUBATI","Apoio a Projetos de Infraestrutura Tur?stica - Contrato de Repasse - Emendas Parlamentares","31/12/2014","30/10/2016",348215,341250,"Conclusão do Parque Turístico de Múltiplo Uso, no Município de Cubati - pb",1,1,2505006,"Comércio e Serviços","Em andamento"
"477",784047,2013,"Em Aditivação","Ministério da Agricultura,pecuaria e Abastecimento","SAO SEBASTIAO DE LAGOA DE ROCA","Paraiba - ogu 2013","31/12/2013","28/06/2016",159500,156000,"Aquisição de Patrulha Mecanizada",1,2,2515104,"Agricultura","Em andamento"
"478",825415,2015,"Convênio","Ministerio da Saude","ESPERANCA","Estruturacao de Unidades de Atencao Especializada em Saude / Acao 2015.8535 / po - 0000 / Rede de Estruturacao - Unidades Hospitalares / Contrato de Repasse / Emenda Parlamentar","31/12/2015","30/11/2016",1349114.76,1349114.76,"Reforma de Unidade de Atenção Especializada em Saúde",0,NA,2506004,"Saúde","Em andamento"
"479",797789,2013,"Convênio","Ministério da Agricultura,pecuaria e Abastecimento","BARRA DE SAO MIGUEL","ogu 2013","31/12/2013","30/07/2016",209750,204750,"Aquisição de Patrulha Mecanizada.",1,2,2501708,"Agricultura","Em andamento"
